S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,Predicted Soil Moisture
0.10635,0.16025,0.26825,0.31035,0.31065,0.118313,0.35649,0.2697,0.183488,2022,9,0.16148281
0.11445,0.1685,0.34125,0.43635,0.4438,0.136793,0.445219,0.284536,0.193704,2022,5,0.06731403
0.16875,0.1998,0.23365,0.25945,0.2495,0.476198,0.549526,0.456384,0.342644,2021,8,0.13318163
0.0666,0.1085,0.275,0.3465,0.3513,0.068318,0.337818,0.171608,0.107285,2021,2,0.08489108
0.1038,0.1363,0.1718,0.1856,0.1994,0.095254,0.188919,0.232836,0.173698,2022,2,0.09182779
0.2378,0.26765,0.2957,0.31025,0.3236,0.2334,0.303759,0.348213,0.324164,2020,11,0.0968437
0.1974,0.2269,0.2463,0.2645,0.2901,0.496424,0.546226,0.403845,0.280631,2021,1,0.11383406
0.0603,0.0636,0.0604,0.0618,0.0508,0.009743,0.006058,0.006456,0.005205,2019,11,0.12782352
0.2125,0.236,0.2599,0.2737,0.2905,0.18181,0.251083,0.296953,0.267005,2019,12,0.119348295
0.1946,0.2393,0.2957,0.33085,0.3432,0.264241,0.305216,0.379384,0.346384,2022,6,0.07724693
0.2328,0.266,0.2924,0.31115,0.316,0.201376,0.304776,0.326996,0.283698,2022,10,0.11382199
0.1709,0.21545,0.30475,0.3446,0.33415,0.196688,0.31381,0.368013,0.319805,2020,6,0.10407805
0.22565,0.26065,0.2859,0.3045,0.3199,0.187035,0.288758,0.333349,0.255221,2022,4,0.05685239
0.2815,0.3191,0.3302,0.3518,0.3487,0.303071,0.353369,0.315914,0.29005,2022,6,0.08058402
0.1194,0.1484,0.1727,0.1843,0.1935,0.121668,0.221946,0.192961,0.145359,2021,2,0.08595632
0.27645,0.30215,0.30955,0.32115,0.3205,0.250079,0.306523,0.345916,0.319984,2023,5,0.08392003
0.2067,0.2387,0.2605,0.2818,0.3068,0.222043,0.336718,0.376703,0.310648,2020,11,0.098535344
0.0834,0.1301,0.2387,0.2663,0.2775,0.091486,0.263141,0.26299,0.179239,2021,12,0.10434527
0.14025,0.17135,0.2132,0.239,0.25565,0.133135,0.261753,0.307389,0.255455,2020,10,0.10960516
0.1902,0.2267,0.2767,0.3076,0.2956,0.293488,0.431771,0.394839,0.30358,2020,7,0.12749718
0.2078,0.2406,0.2711,0.291,0.3076,0.18698,0.290779,0.353383,0.309025,2022,4,0.055636432
0.0895,0.1378,0.2714,0.3163,0.3309,0.129753,0.300555,0.251729,0.20084,2019,1,0.08996371
0.1458,0.1697,0.1892,0.2062,0.2238,0.130138,0.230898,0.327423,0.249116,2021,3,0.084430955
0.1562,0.2089,0.30325,0.344,0.3305,0.082508,0.393395,0.240385,0.139955,2022,8,0.1966843
0.1358,0.1965,0.29935,0.3294,0.3237,0.313961,0.426821,0.299331,0.214563,2020,9,0.14990766
0.2389,0.2758,0.2953,0.3193,0.3136,0.19754,0.304405,0.37321,0.307513,2020,6,0.10237178
0.1641,0.2041,0.2362,0.2581,0.2669,0.14914,0.28499,0.356078,0.255923,2023,6,0.12765391
0.1192,0.1791,0.3086,0.3526,0.3297,0.290201,0.455751,0.317509,0.245651,2021,9,0.15618472
0.2555,0.2821,0.2946,0.3076,0.3111,0.49608,0.526591,0.373513,0.311376,2023,5,0.08373176
0.2419,0.2713,0.288,0.3068,0.3134,0.248374,0.341778,0.345119,0.282061,2019,6,0.0827469
0.2259,0.2557,0.2807,0.29725,0.31725,0.212335,0.309836,0.361289,0.304419,2020,11,0.097683206
0.1753,0.20605,0.2543,0.2805,0.2827,0.186581,0.28587,0.275076,0.208513,2020,10,0.10777107
0.26385,0.2858,0.2934,0.3028,0.31365,0.239849,0.291095,0.351705,0.33064,2021,3,0.07976894
0.1674,0.1988,0.2447,0.2708,0.2743,0.14661,0.277345,0.286668,0.23395,2023,11,0.10297478
0.1813,0.2108,0.2227,0.2412,0.2424,0.156771,0.23791,0.287974,0.223129,2019,11,0.13525146
0.218,0.2648,0.3079,0.3328,0.3283,0.190706,0.309933,0.311115,0.249941,2023,9,0.13769543
0.2952,0.3213,0.3199,0.3386,0.3177,0.262385,0.392941,0.325498,0.236288,2019,7,0.12052326
0.25515,0.28085,0.29565,0.30925,0.32745,0.233001,0.307196,0.379178,0.345573,2021,2,0.09406856
0.3068,0.3372,0.3442,0.3616,0.3432,0.280356,0.344321,0.41666,0.37673,2019,6,0.0920159
0.1917,0.2289,0.2756,0.2988,0.2969,0.191999,0.310235,0.30435,0.246009,2019,6,0.08448458
0.29,0.3198,0.3225,0.3472,0.3239,0.306413,0.386575,0.421638,0.33669,2019,7,0.12311752
0.1197,0.1715,0.22365,0.2468,0.2638,0.15134,0.289211,0.283354,0.214631,2020,3,0.098223105
0.21445,0.23795,0.24745,0.26605,0.27535,0.182621,0.26123,0.347718,0.277785,2019,6,0.08197905
0.1401,0.1829,0.2148,0.2292,0.2161,0.541208,0.664683,0.522013,0.435828,2021,7,0.12586333
0.1427,0.1881,0.2358,0.2579,0.271,0.118918,0.255469,0.279806,0.190143,2020,5,0.076407485
0.1675,0.218,0.3103,0.3399,0.3213,0.142458,0.299373,0.25485,0.178538,2021,9,0.14733326
0.1613,0.2098,0.3007,0.34035,0.32605,0.18346,0.32536,0.35748,0.24143,2020,7,0.1245415
0.2321,0.2585,0.2689,0.2885,0.2949,0.164471,0.224573,0.277744,0.246889,2019,5,0.07129108
0.0756,0.12085,0.2623,0.3398,0.34825,0.185371,0.342218,0.281883,0.239368,2019,3,0.074016094
0.1654,0.1927,0.2161,0.2321,0.2382,0.14793,0.233826,0.268504,0.206354,2020,4,0.07777721
0.0666,0.1113,0.2728,0.33755,0.35115,0.316271,0.55152,0.35473,0.269095,2021,2,0.083234705
0.24495,0.2634,0.24175,0.2491,0.2536,0.257958,0.281085,0.25958,0.211675,2020,11,0.09332422
0.2236,0.25705,0.2962,0.31455,0.3217,0.196908,0.301394,0.306894,0.264283,2023,2,0.08781555
0.04375,0.105,0.2997,0.3555,0.3722,0.105635,0.260158,0.182553,0.14023,2023,1,0.09107723
0.2622,0.2815,0.282,0.289,0.3042,0.122658,0.169188,0.229385,0.21305,2019,1,0.091580726
0.2015,0.2288,0.2463,0.2684,0.2684,0.239423,0.298053,0.344555,0.295028,2023,7,0.16211665
0.19305,0.22035,0.24345,0.26395,0.26235,0.232149,0.280769,0.319626,0.276905,2022,6,0.07580254
0.20615,0.23025,0.2447,0.25805,0.2686,0.237979,0.33163,0.364561,0.304831,2022,11,0.09915367
0.21475,0.25775,0.29705,0.3222,0.33785,0.124583,0.18599,0.219526,0.185674,2022,11,0.098614864
0.0903,0.1232,0.1726,0.1908,0.1918,0.075,0.18302,0.154695,0.114683,2023,11,0.11465147
0.0913,0.1445,0.2891,0.3476,0.3442,0.183103,0.270333,0.31183,0.278803,2020,6,0.10109179
0.2845,0.31555,0.32235,0.33875,0.3371,0.255455,0.321978,0.382725,0.32987,2021,5,0.08340502
0.14655,0.17325,0.2075,0.2285,0.2379,0.153114,0.259704,0.316368,0.272051,2019,11,0.13536559
0.60545,0.64535,0.60565,0.59715,0.5698,0.313246,0.369883,0.384609,0.300253,2022,7,0.18830316
0.2263,0.2817,0.3464,0.377,0.3699,0.201211,0.311816,0.312256,0.252334,2023,8,0.1378698
0.2999,0.3293,0.3512,0.3645,0.3659,0.151189,0.257064,0.223995,0.139281,2023,7,0.16035928
0.1246,0.1719,0.2496,0.2792,0.298,0.482055,0.584754,0.464263,0.343318,2021,10,0.1358779
0.2501,0.2839,0.311,0.3329,0.3155,0.521724,0.70332,0.476253,0.317564,2020,8,0.14418286
0.3197,0.3488,0.3461,0.364,0.3445,0.100754,0.361756,0.223775,0.135486,2021,9,0.14216492
0.18465,0.23,0.2824,0.31415,0.32745,0.124115,0.214549,0.254369,0.189194,2022,6,0.078491524
0.16685,0.1995,0.2293,0.25145,0.2646,0.145881,0.247398,0.323641,0.260006,2022,10,0.11975505
0.31975,0.35025,0.35375,0.3669,0.3636,0.309259,0.364575,0.44086,0.386864,2019,10,0.13293083
0.0692,0.1337,0.3133,0.3964,0.4087,0.34681,0.402305,0.333761,0.317715,2020,3,0.10623799
0.18885,0.22295,0.2595,0.28285,0.26945,0.274238,0.314099,0.382299,0.344184,2019,7,0.12375811
0.2468,0.2678,0.2729,0.2844,0.29,0.212211,0.287685,0.347553,0.3115,2019,1,0.09022144
0.06135,0.12055,0.2516,0.2894,0.29495,0.045479,0.294216,0.173821,0.086151,2023,10,0.10250219
0.14455,0.1631,0.19175,0.20505,0.2174,0.233056,0.294821,0.349698,0.324714,2021,1,0.11098243
0.216,0.2417,0.2593,0.2758,0.2907,0.199465,0.270718,0.321785,0.279903,2020,2,0.09377725
0.2058,0.2435,0.2826,0.3052,0.3038,0.441616,0.504385,0.423164,0.34164,2023,6,0.12971862
0.2405,0.2843,0.3276,0.3451,0.3604,0.217106,0.351018,0.350426,0.284701,2022,10,0.116245046
0.2762,0.3071,0.3146,0.3244,0.3193,0.220214,0.3137,0.391278,0.309946,2022,6,0.07695982
0.23525,0.28125,0.31845,0.34015,0.3373,0.20238,0.312105,0.341365,0.277455,2023,6,0.1270995
0.3311,0.364,0.368,0.3785,0.3618,0.303965,0.359185,0.425611,0.382918,2019,6,0.08444559
0.0909,0.1393,0.2498,0.2848,0.3066,0.198736,0.282213,0.338326,0.272615,2023,1,0.085468836
0.10315,0.14105,0.22185,0.25885,0.2755,0.242709,0.317688,0.38278,0.349533,2020,3,0.10667012
0.2924,0.3245,0.3236,0.3446,0.3233,0.171154,0.370034,0.350853,0.26574,2020,7,0.12958549
0.1527,0.1829,0.2254,0.2522,0.2631,0.132984,0.251701,0.293515,0.234088,2020,11,0.09981952
0.037,0.09545,0.23825,0.297,0.3041,0.037325,0.335233,0.119303,0.05762,2022,3,0.07083805
0.2267,0.2501,0.259,0.2689,0.2774,0.124431,0.313563,0.257669,0.194694,2020,1,0.11575385
0.2311,0.26965,0.30875,0.33055,0.3145,0.417898,0.503313,0.369099,0.273083,2020,7,0.13482676
0.1103,0.1505,0.2334,0.2635,0.2691,0.248745,0.39092,0.260295,0.213793,2023,11,0.10569985
0.0889,0.1113,0.1529,0.1627,0.1694,0.076623,-0.00868,0.023603,0.020853,2019,12,0.11402408
0.1307,0.177,0.2306,0.2536,0.2671,0.127113,0.279641,0.318664,0.231214,2022,10,0.117054425
0.0837,0.1244,0.2073,0.2366,0.2499,0.099585,0.273591,0.241664,0.168005,2022,10,0.12083287
0.2446,0.2649,0.2706,0.2799,0.2954,0.229825,0.28631,0.359488,0.337845,2021,2,0.09239733
0.22895,0.25665,0.26905,0.28895,0.29905,0.20601,0.282914,0.367793,0.322871,2022,5,0.05868119
0.2509,0.2879,0.3146,0.3321,0.3234,0.215374,0.303415,0.342589,0.294546,2023,6,0.12304528
0.0742,0.1086,0.0945,0.108,0.0909,0.144768,0.405578,0.284688,0.181453,2020,9,0.1539327
0.0789,0.1136,0.1738,0.1998,0.2169,0.149814,0.24715,0.300871,0.243451,2020,12,0.10252227
0.1295,0.16705,0.2255,0.25415,0.2656,0.117048,0.263898,0.278638,0.214728,2019,10,0.12588488
0.07565,0.13785,0.318,0.3749,0.3702,0.967073,0.967128,0.579818,0.3984,2022,8,0.19914432
0.189,0.22,0.2543,0.272,0.2843,0.17928,0.27465,0.302453,0.266868,2020,11,0.099156186
0.3105,0.3261,0.312,0.3238,0.2977,0.681403,0.618538,0.060838,0.041684,2021,8,0.104955114
0.5155,0.5478,0.5249,0.5262,0.5409,0.128061,0.246834,0.262578,0.219884,2019,1,0.09817308
0.0691,0.1135,0.2734,0.346,0.3519,0.272436,0.319021,0.393698,0.378298,2019,2,0.10992371
0.1406,0.1769,0.2209,0.2441,0.2596,0.123029,0.259346,0.308695,0.235573,2022,3,0.081969246
0.10255,0.13545,0.1937,0.21555,0.23,0.087843,0.224023,0.231503,0.168528,2021,11,0.10198565
0.0715,0.1209,0.2537,0.2971,0.3058,0.275503,0.316326,0.396145,0.375603,2020,1,0.11823507
0.2015,0.2401,0.2819,0.3156,0.3045,0.23659,0.295825,0.291384,0.23857,2021,7,0.11897828
0.3258,0.3674,0.3676,0.373,0.3855,0.641981,0.655993,0.317523,0.31139,2021,6,0.10170212
0.2997,0.3398,0.3437,0.3661,0.3637,0.216144,0.300033,0.328729,0.253104,2022,6,0.07961626
0.1759,0.2093,0.23305,0.2528,0.25885,0.169476,0.262358,0.288716,0.238474,2019,4,0.07779482
0.1689,0.1938,0.2176,0.2385,0.2284,0.180435,0.278308,0.270401,0.208884,2020,6,0.10221932
0.1944,0.232,0.2824,0.3053,0.294,0.340458,0.382753,0.44405,0.389215,2019,7,0.11320553
0.1336,0.1653,0.2211,0.2419,0.2525,0.133383,0.248883,0.249226,0.199451,2022,10,0.11660546
0.3107,0.34025,0.34825,0.3582,0.3535,0.284344,0.351939,0.429324,0.371863,2020,5,0.0808483
0.1176,0.16665,0.2293,0.2567,0.26775,0.126329,0.258769,0.2741,0.203604,2020,3,0.10299223
0.14165,0.17465,0.264,0.31,0.3266,0.122823,0.314896,0.228409,0.158394,2021,4,0.06918674
0.074,0.1241,0.2517,0.28185,0.28655,0.106075,0.334793,0.205735,0.147243,2023,12,0.10373733
0.2186,0.2532,0.2727,0.2955,0.3156,0.104796,0.252911,0.242599,0.188658,2020,12,0.10263969
0.2577,0.2806,0.2925,0.3046,0.3118,0.247068,0.30622,0.380291,0.35506,2020,10,0.10794995
0.26265,0.29565,0.30475,0.3232,0.31435,0.274623,0.34417,0.414144,0.36782,2021,6,0.109329976
0.0837,0.1449,0.2319,0.2638,0.2581,0.183845,0.335673,0.310593,0.213133,2022,8,0.19764782
0.0904,0.1264,0.2019,0.2238,0.2237,0.082356,0.254231,0.22328,0.145263,2022,12,0.102637805
0.1202,0.1853,0.3266,0.3765,0.37205,0.219251,0.26409,0.340224,0.288084,2020,9,0.14730805
0.1275,0.16155,0.2179,0.2406,0.25745,0.189991,0.303896,0.34505,0.243341,2020,12,0.09862058
0.1341,0.1726,0.2121,0.2356,0.2505,0.19952,0.29962,0.355033,0.297516,2020,3,0.10247726
0.2718,0.3084,0.3313,0.3587,0.3424,0.149979,0.245335,0.267789,0.210933,2020,7,0.11876071
0.21225,0.258,0.31015,0.3303,0.32575,0.187379,0.334559,0.311308,0.255689,2023,10,0.10754876
0.1074,0.1493,0.19265,0.2157,0.2381,0.068634,0.397108,0.18005,0.105951,2023,1,0.09612695
0.12725,0.17305,0.2766,0.30955,0.32155,0.12978,0.300253,0.235188,0.19006,2022,2,0.08592848
0.2139,0.2509,0.28555,0.3015,0.28295,0.070408,0.16366,0.116635,0.066613,2021,9,0.16209596
0.3477,0.3821,0.3955,0.4074,0.3886,0.075908,0.355748,0.239285,0.13605,2021,7,0.12509878
0.0476,0.0869,0.2724,0.3593,0.3742,0.049879,0.331039,0.12747,0.069555,2023,2,0.1042487
0.2806,0.3021,0.3085,0.3206,0.3195,0.214618,0.263045,0.345201,0.27971,2021,3,0.08363894
0.1934,0.2238,0.2428,0.25485,0.25955,0.183433,0.253668,0.277854,0.241196,2019,11,0.123746604
0.2519,0.2959,0.3514,0.38085,0.37135,0.130646,0.395389,0.235105,0.154709,2023,8,0.13969861
0.1543,0.1748,0.1856,0.1977,0.2096,0.169655,0.229234,0.258301,0.226525,2023,12,0.10294214
0.15225,0.195,0.258,0.28685,0.29,0.139405,0.30369,0.286585,0.223019,2023,5,0.086593516
0.2345,0.2679,0.291,0.3123,0.3112,0.302893,0.367683,0.434411,0.358704,2019,5,0.077494755
0.17265,0.20855,0.2565,0.28075,0.2745,0.148343,0.290889,0.283189,0.198998,2019,11,0.13860685
0.0651,0.1257,0.3138,0.3971,0.4114,0.064646,0.359598,0.157129,0.096519,2022,2,0.08633821
0.2586,0.2856,0.2919,0.3075,0.3011,0.258838,0.326543,0.410115,0.377418,2021,5,0.08281424
0.1684,0.2209,0.2913,0.3197,0.3104,0.195299,0.300198,0.332221,0.273564,2020,9,0.14273767
0.0987,0.1394,0.211,0.24725,0.258,0.106694,0.238694,0.272698,0.19875,2023,3,0.10008945
0.1293,0.14625,0.14865,0.1571,0.15255,0.132145,0.182236,0.197774,0.144809,2019,6,0.08237278
0.15675,0.1906,0.23995,0.27005,0.2736,0.15662,0.228038,0.249735,0.220365,2020,6,0.10192896
0.1594,0.1896,0.2123,0.2288,0.2344,0.159453,0.280136,0.304364,0.254355,2021,10,0.12451078
0.1356,0.1788,0.2895,0.3335,0.3483,0.093975,0.346865,0.193443,0.139983,2020,2,0.09092151
0.1962,0.22525,0.25725,0.26885,0.27635,0.093535,0.200703,0.225453,0.156318,2019,12,0.1082599
0.3042,0.325,0.3307,0.33985,0.3612,0.047115,0.013318,0.014885,0.012548,2021,1,0.11133176
0.1935,0.2253,0.25765,0.27875,0.28825,0.186788,0.290215,0.351348,0.306729,2021,3,0.07904721
0.1624,0.2208,0.3209,0.3467,0.3302,0.464414,0.473503,0.347374,0.259663,2019,8,0.15415922
0.124,0.16645,0.30245,0.3488,0.3606,0.126686,0.348529,0.228519,0.18412,2020,2,0.0902386
0.08715,0.1184,0.16895,0.18875,0.19965,0.388363,0.481629,0.324659,0.230939,2021,1,0.11310328
0.20365,0.23495,0.2735,0.29005,0.2993,0.191023,0.26046,0.334655,0.294148,2020,1,0.114634864
0.1743,0.21525,0.26685,0.2948,0.3108,0.1982,0.311088,0.34384,0.27234,2019,3,0.0764701
0.2753,0.3082,0.3252,0.34195,0.3368,0.280453,0.351018,0.382313,0.335838,2021,5,0.08304146
0.2523,0.2776,0.2931,0.3072,0.3302,0.055159,0.296719,0.156029,0.083951,2021,1,0.1077219
0.287,0.3179,0.3265,0.34275,0.33075,0.240083,0.305354,0.354716,0.306949,2023,6,0.14344223
0.054,0.1203,0.3371,0.4051,0.4143,0.045396,0.380415,0.137865,0.070188,2020,2,0.09546329
0.22425,0.24845,0.2728,0.2841,0.29205,0.61994,0.632755,0.24198,0.249103,2019,1,0.08700773
0.2334,0.27125,0.3119,0.3304,0.34715,0.208636,0.343455,0.351375,0.295811,2020,10,0.10343993
0.1896,0.2164,0.2412,0.2541,0.2553,0.184093,0.25595,0.329911,0.285403,2021,5,0.084482215
0.06525,0.13155,0.2853,0.3294,0.327,0.214975,0.489576,0.298795,0.213463,2020,9,0.15057962
0.0691,0.1151,0.2652,0.3165,0.3111,0.381488,0.442373,0.385255,0.367545,2019,12,0.12068362
0.25545,0.28625,0.3184,0.3362,0.3585,0.212926,0.31546,0.322266,0.28026,2023,1,0.09124815
0.37505,0.4162,0.43505,0.45095,0.42695,0.235655,0.341283,0.333088,0.251523,2021,7,0.12362144
0.1338,0.1798,0.2717,0.31405,0.2981,0.14694,0.342878,0.28136,0.22031,2020,8,0.15074003
0.2984,0.3242,0.3284,0.3402,0.3504,0.252485,0.302398,0.34758,0.322266,2019,4,0.07507186
0.22235,0.2585,0.2884,0.3069,0.29965,0.48651,0.52699,0.43591,0.37585,2023,6,0.13275
0.1748,0.2113,0.2469,0.2707,0.2863,0.08501,0.375974,0.151629,0.095928,2023,1,0.09182171
0.15685,0.2002,0.26365,0.29275,0.30945,0.136311,0.285155,0.272931,0.206271,2021,3,0.08066284
0.2952,0.3269,0.33255,0.34685,0.3406,0.27168,0.336085,0.39378,0.341063,2021,5,0.08423867
0.25885,0.28685,0.2993,0.3112,0.31905,0.24781,0.324274,0.383234,0.342039,2020,10,0.110711604
0.0951,0.1361,0.1978,0.2203,0.2343,0.091101,0.247026,0.257174,0.176833,2022,10,0.122296385
0.14905,0.1972,0.27225,0.3017,0.30965,0.084281,0.359859,0.186334,0.099489,2021,10,0.1247057
0.19285,0.23465,0.2736,0.2961,0.30975,0.199341,0.309864,0.321318,0.263636,2023,4,0.07862526
0.31425,0.34395,0.3495,0.35815,0.3557,0.21998,0.313068,0.376964,0.330901,2020,3,0.115515135
0.0674,0.1212,0.2701,0.3202,0.3352,0.253118,0.365373,0.235683,0.228918,2019,3,0.08132024
0.20635,0.25115,0.28655,0.30935,0.3197,0.185949,0.30589,0.317908,0.222455,2022,10,0.11415413
0.1037,0.1441,0.2035,0.2267,0.246,0.102638,0.238831,0.257229,0.189263,2021,2,0.088023365
0.2343,0.26495,0.2833,0.30205,0.3111,0.20986,0.289198,0.349533,0.298355,2022,4,0.056176465
0.24135,0.2709,0.2813,0.29335,0.2981,0.210039,0.279256,0.346741,0.305849,2020,4,0.07312178
0.2672,0.2955,0.2956,0.307,0.2856,0.273578,0.455765,0.340375,0.239368,2020,8,0.15332769
0.159,0.191,0.2199,0.2369,0.26,0.184711,0.292443,0.336828,0.244359,2023,1,0.09001478
0.2987,0.3234,0.3283,0.3412,0.3408,0.480955,0.509225,0.40533,0.371739,2023,5,0.091485366
0.18355,0.21885,0.2603,0.2797,0.2849,0.172034,0.28345,0.302879,0.256335,2023,11,0.10992544
0.27205,0.3023,0.31715,0.33085,0.3301,0.237883,0.331795,0.358938,0.317523,2023,10,0.11410201
0.0876,0.1234,0.2184,0.2534,0.2609,0.24099,0.389174,0.176764,0.135088,2023,11,0.11105047
0.2197,0.2535,0.2764,0.2986,0.3144,0.184698,0.301463,0.356531,0.299551,2022,3,0.07875502
0.0995,0.15465,0.29565,0.32455,0.3405,0.096601,0.296829,0.233923,0.17015,2023,12,0.10277526
0.2396,0.2673,0.2783,0.2885,0.301,0.261381,0.311514,0.357068,0.33295,2022,1,0.12155254
0.1262,0.1619,0.2128,0.23605,0.246,0.477311,0.520596,0.354675,0.262536,2019,11,0.1290371
0.26655,0.2843,0.255,0.2596,0.2703,0.215195,0.300871,0.32382,0.300404,2019,1,0.09650776
0.1855,0.215,0.23505,0.24775,0.2622,0.218798,0.284399,0.328234,0.298493,2019,1,0.088667184
0.1632,0.22,0.3299,0.3786,0.3748,0.435113,0.502378,0.417458,0.29456,2023,7,0.17403916
0.2276,0.24825,0.25735,0.26715,0.27845,0.20832,0.262495,0.327588,0.30358,2023,12,0.10184114
0.1024,0.15325,0.2443,0.2778,0.283,0.058913,0.262715,0.197595,0.10811,2019,11,0.12497606
0.25655,0.2838,0.3019,0.3134,0.32525,0.248044,0.324563,0.369841,0.335233,2021,3,0.08094241
0.0634,0.115,0.2585,0.3015,0.3065,0.090909,0.24407,0.253791,0.169559,2019,1,0.09644733
0.0395,0.0929,0.2412,0.294,0.2978,0.04277,0.289871,0.158531,0.078891,2019,10,0.114527136
0.2513,0.2789,0.285,0.3006,0.3062,0.2499,0.318128,0.401618,0.370474,2022,4,0.058742303
0.2391,0.2742,0.2998,0.3167,0.3098,0.21415,0.309905,0.330805,0.295688,2021,5,0.08373188
0.1324,0.1932,0.2917,0.3208,0.2946,0.144809,0.317316,0.245761,0.161474,2022,7,0.1913153
0.13725,0.1776,0.2529,0.28265,0.291,0.153664,0.343029,0.283079,0.207083,2022,10,0.117172584
0.2266,0.251,0.2628,0.2773,0.2889,0.221121,0.319255,0.397644,0.355321,2019,3,0.07913832
0.0822,0.12965,0.25185,0.2863,0.29545,0.074725,0.298493,0.173601,0.106103,2019,10,0.12127013
0.3801,0.4178,0.4371,0.4468,0.4445,0.218688,0.353575,0.29984,0.206533,2023,7,0.17251034
0.14775,0.1863,0.24565,0.2721,0.26855,0.125985,0.274513,0.21987,0.169036,2023,10,0.1140505
0.2643,0.2908,0.3047,0.317,0.3279,0.208334,0.257311,0.268394,0.25551,2022,12,0.09981794
0.1687,0.2107,0.3015,0.3447,0.3298,0.247315,0.291205,0.30578,0.233373,2020,7,0.12785241
0.1058,0.15495,0.2572,0.29665,0.31105,0.108371,0.177768,0.183144,0.15387,2020,3,0.10305007
0.1579,0.19255,0.25145,0.27105,0.28335,0.145771,0.263458,0.290903,0.251151,2021,11,0.10318737
0.2988,0.3314,0.3347,0.3523,0.3449,0.259126,0.331493,0.407819,0.359089,2019,6,0.09077333
0.284,0.31475,0.32465,0.3389,0.33865,0.285238,0.35649,0.421115,0.374035,2021,5,0.084969476
0.0689,0.1107,0.2404,0.2985,0.3102,0.038109,0.322335,0.122905,0.066269,2020,2,0.09430824
0.2338,0.2635,0.2754,0.2889,0.2981,0.226731,0.291439,0.351128,0.309108,2023,3,0.09465031
0.1486,0.1819,0.2291,0.2494,0.266,0.121503,0.269618,0.302714,0.22207,2022,11,0.10233698
0.14425,0.1916,0.2623,0.2929,0.30085,0.148095,0.280178,0.20106,0.161928,2020,3,0.10584464
0.2949,0.3189,0.3176,0.3318,0.329,0.170906,0.295894,0.262894,0.223239,2022,6,0.07778861
0.1003,0.14305,0.2508,0.2882,0.29955,0.074395,0.297695,0.235531,0.14166,2020,10,0.105194554
0.1538,0.1944,0.2622,0.2791,0.2925,0.196825,0.277139,0.299964,0.269411,2022,1,0.12585567
0.2346,0.2595,0.2734,0.2832,0.2969,0.180435,0.274458,0.301985,0.262743,2020,12,0.096252605
0.2105,0.2534,0.303,0.32855,0.3223,0.219774,0.544796,0.300638,0.2015,2022,9,0.16354752
0.2658,0.3038,0.32,0.3358,0.337,0.232795,0.328151,0.371821,0.304336,2023,3,0.09694266
0.0701,0.1208,0.2673,0.3468,0.3226,0.585235,0.5887,0.295275,0.245775,2020,8,0.14867134
0.2182,0.2461,0.26265,0.282,0.30445,0.200661,0.28576,0.350784,0.287836,2023,2,0.08934291
0.20535,0.22215,0.22355,0.23645,0.24775,0.168033,0.286943,0.27333,0.230925,2019,12,0.123399585
0.0934,0.1647,0.3504,0.4111,0.4159,0.365166,0.554531,0.43866,0.327574,2023,8,0.1424305
0.1447,0.1809,0.221,0.2426,0.2541,0.142856,0.273165,0.327821,0.244923,2020,10,0.11040611
0.2071,0.2434,0.2805,0.3035,0.2966,0.165613,0.326941,0.289926,0.228808,2021,8,0.12621242
0.18615,0.23515,0.29685,0.32835,0.33635,0.62907,0.649846,0.257449,0.223088,2021,5,0.0870282
0.2493,0.278,0.2915,0.30745,0.29645,0.299964,0.362953,0.432143,0.389559,2021,8,0.122754246
0.0905,0.1382,0.2268,0.2597,0.2674,0.084625,0.276946,0.243575,0.159851,2023,10,0.11252781
0.1183,0.1591,0.2085,0.2338,0.2399,0.442194,0.457484,0.357109,0.270745,2020,6,0.10367965
0.1018,0.1685,0.3123,0.3497,0.3508,0.580093,0.687618,0.55834,0.424635,2021,8,0.13912356
0.2757,0.3096,0.32,0.3327,0.3382,0.25969,0.322459,0.39136,0.368934,2022,3,0.08434764
0.2383,0.2595,0.2707,0.2811,0.2974,0.255235,0.319021,0.36023,0.324645,2023,12,0.09824514
0.2118,0.2524,0.3073,0.33075,0.34165,0.170604,0.25793,0.285733,0.215608,2019,5,0.06816358
0.12255,0.17,0.2818,0.33775,0.34545,0.268215,0.310194,0.390796,0.378023,2019,3,0.08652726
0.2152,0.2608,0.3119,0.3407,0.3273,0.092889,0.385145,0.2246,0.133149,2019,9,0.122183405
0.0397,0.09945,0.3183,0.39625,0.40845,0.048421,0.385063,0.153403,0.080761,2022,2,0.08111151
0.10915,0.14975,0.19785,0.22225,0.2368,0.100575,0.258123,0.261643,0.17928,2022,12,0.10137357
0.1365,0.1701,0.2025,0.2289,0.2244,0.152509,0.430245,0.266001,0.168803,2022,9,0.15384258
0.27565,0.2982,0.30115,0.30875,0.31215,0.412343,0.484255,0.219045,0.22031,2019,3,0.07967821
0.2798,0.3122,0.3277,0.3464,0.3356,0.259938,0.336388,0.393244,0.349271,2019,6,0.08445478
0.2758,0.298,0.2999,0.30985,0.3062,0.232259,0.303319,0.377225,0.347841,2019,3,0.08181696
0.1833,0.2171,0.2612,0.2836,0.2937,0.17631,0.28048,0.305024,0.265286,2023,11,0.10683799
0.0771,0.127,0.228,0.2547,0.2481,0.06114,0.244414,0.15849,0.09612,2023,9,0.14330955
