S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,Predicted Soil Moisture
0.1819,0.21215,0.2377,0.26,0.2782,0.20799,0.293268,0.374723,0.338285,2019,3,0.08018218
0.2572,0.2846,0.28995,0.3039,0.3048,0.223253,0.298121,0.339564,0.284275,2019,4,0.07180713
0.1857,0.234,0.28215,0.314,0.3139,0.202201,0.27872,0.301545,0.245734,2021,6,0.10997644
0.1744,0.2036,0.22705,0.2475,0.27135,0.185536,0.3071,0.38487,0.310923,2021,4,0.06822326
0.0465,0.0991,0.257,0.3294,0.3488,0.051886,0.319104,0.154324,0.089658,2022,2,0.09603455
0.1884,0.2138,0.2321,0.2471,0.259,0.170315,0.242393,0.304928,0.260776,2022,12,0.097573034
0.2676,0.2957,0.3057,0.32065,0.33005,0.247246,0.322775,0.385076,0.348075,2021,3,0.082055435
0.2134,0.2571,0.2962,0.3212,0.3077,0.163908,0.2554,0.265273,0.216295,2020,6,0.10241105
0.2887,0.3187,0.33805,0.35305,0.3519,0.171058,0.359818,0.28785,0.20986,2023,8,0.12873708
0.2342,0.27105,0.30435,0.32215,0.31555,0.113734,0.239739,0.246036,0.182305,2021,6,0.106024556
0.0882,0.1155,0.1698,0.1901,0.2026,0.093233,0.194323,0.181384,0.135418,2020,10,0.12070038
0.1431,0.1984,0.3491,0.3937,0.3745,0.129148,0.391443,0.272464,0.176118,2021,9,0.13163707
0.1905,0.2265,0.2701,0.2902,0.2915,0.17796,0.296361,0.357081,0.310579,2020,4,0.07502101
0.1291,0.197,0.2842,0.3105,0.309,0.420318,0.545594,0.449963,0.325594,2019,7,0.123965204
0.2203,0.2501,0.2678,0.2843,0.3006,0.217409,0.302645,0.391374,0.363998,2022,4,0.060666047
0.4187,0.44985,0.44225,0.46025,0.45515,0.377253,0.436845,0.346013,0.242681,2022,5,0.06708746
0.0455,0.1024,0.28165,0.3375,0.3499,0.070064,0.273358,0.146583,0.08699,2022,1,0.1288199
0.1889,0.22095,0.24205,0.25755,0.2664,0.197183,0.285265,0.35748,0.286626,2023,4,0.079094104
0.354,0.4035,0.4493,0.4628,0.4544,0.218715,0.36287,0.332648,0.24539,2019,7,0.10985505
0.28075,0.31305,0.32425,0.3389,0.35205,0.241815,0.320603,0.313618,0.258563,2023,4,0.08749965
0.2145,0.2328,0.2396,0.2481,0.2617,0.142856,0.225659,0.301036,0.255125,2020,1,0.11430276
0.0354,0.0852,0.3083,0.4053,0.4168,0.045699,0.41292,0.142389,0.069225,2021,2,0.077552475
0.1999,0.2238,0.2366,0.2517,0.2734,0.289748,0.34747,0.404945,0.371588,2021,1,0.10549108
0.1441,0.1798,0.2203,0.2446,0.2611,0.127003,0.261326,0.300321,0.245583,2022,10,0.11863393
0.1656,0.2004,0.2375,0.2576,0.2561,0.1509,0.252925,0.272148,0.224696,2020,4,0.07740114
0.1871,0.20915,0.22375,0.2363,0.2424,0.158449,0.218605,0.2829,0.25705,2021,5,0.0844333
0.1068,0.16865,0.3046,0.34255,0.3323,0.271873,0.36705,0.398496,0.334531,2021,7,0.12999958
0.1754,0.2127,0.2604,0.28465,0.2714,0.255923,0.374654,0.37662,0.308915,2021,8,0.12862836
0.12145,0.1555,0.19725,0.2184,0.23625,0.124143,0.285746,0.28169,0.181906,2022,12,0.1007828
0.2023,0.23,0.25,0.2647,0.2755,0.884573,0.844258,0.390576,0.33471,2019,12,0.109243646
0.1023,0.1201,0.1353,0.1479,0.1615,0.173973,0.287644,0.31205,0.253296,2022,11,0.09835629
0.20695,0.2327,0.24405,0.2584,0.26875,0.639878,0.650781,0.346109,0.314388,2023,4,0.08158027
0.26665,0.3019,0.3354,0.35685,0.34165,0.080748,0.3258,0.252155,0.141248,2019,9,0.121198446
0.2562,0.2938,0.3299,0.3514,0.3361,0.242778,0.31843,0.360271,0.313824,2019,9,0.1323122
0.2196,0.2554,0.2822,0.3082,0.3369,0.19743,0.323325,0.352585,0.256638,2020,11,0.09657348
0.2299,0.2598,0.2745,0.29545,0.3165,0.201198,0.280233,0.307485,0.2543,2022,4,0.05708063
0.25685,0.2887,0.2967,0.3122,0.3144,0.549059,0.589745,0.51038,0.428774,2021,5,0.0851895
0.172,0.191,0.2037,0.2157,0.2331,0.268188,0.338189,0.367174,0.331204,2021,1,0.107297815
0.26095,0.28415,0.29505,0.30715,0.31215,0.207206,0.264434,0.345476,0.276231,2020,2,0.09906931
0.1287,0.1671,0.2397,0.2704,0.2893,0.101359,0.278129,0.22548,0.162684,2021,3,0.077986844
0.1313,0.1449,0.1574,0.1672,0.1776,0.116828,0.165241,0.195821,0.179583,2021,11,0.10081484
0.2732,0.2971,0.3017,0.3136,0.318,0.23703,0.28301,0.338519,0.322761,2022,3,0.08383474
0.1177,0.19135,0.34255,0.39065,0.3933,0.318705,0.421074,0.389903,0.314663,2023,8,0.13395007
0.2787,0.3086,0.3162,0.33585,0.31685,0.432033,0.506008,0.456975,0.350041,2020,7,0.12379521
0.2703,0.2997,0.3104,0.3212,0.3238,0.243396,0.299634,0.368136,0.346109,2023,2,0.100439
0.104,0.1404,0.2496,0.288,0.29915,0.100658,0.259663,0.184698,0.145098,2020,2,0.09313797
0.1406,0.2064,0.3209,0.3526,0.328,0.1091,0.436653,0.322858,0.182388,2020,9,0.15023278
0.20765,0.2573,0.3335,0.35705,0.35685,0.193305,0.344541,0.31678,0.266991,2019,10,0.12382506
0.16915,0.19255,0.18655,0.1959,0.1925,0.158751,0.194226,0.153994,0.102913,2022,10,0.12881832
0.2369,0.2699,0.2985,0.3163,0.3369,0.055778,0.30699,0.171484,0.103421,2023,1,0.088691615
0.0674,0.1091,0.1834,0.2076,0.2129,0.162684,0.295784,0.200661,0.152399,2019,10,0.13046515
0.1426,0.20555,0.36225,0.41855,0.4108,0.60839,0.676618,0.495998,0.373238,2023,7,0.16024528
0.09385,0.13355,0.2338,0.26875,0.286,0.283711,0.455408,0.349409,0.267899,2021,1,0.10773087
0.278,0.3015,0.2977,0.3033,0.2836,0.218495,0.31458,0.363943,0.312655,2022,7,0.19581364
0.2785,0.30075,0.30435,0.32175,0.305,0.270663,0.450485,0.356146,0.2873,2020,7,0.12357605
0.2621,0.3002,0.3327,0.3459,0.3477,0.240894,0.341365,0.379136,0.314484,2019,10,0.13005741
0.2604,0.2856,0.2969,0.3117,0.3157,0.252196,0.321565,0.397438,0.366665,2019,4,0.07498974
0.23655,0.2686,0.3002,0.31805,0.331,0.216873,0.323614,0.357783,0.296746,2020,10,0.10392821
0.1324,0.1801,0.3061,0.3692,0.3531,0.276589,0.350619,0.377088,0.32096,2021,8,0.13036123
0.1552,0.2086,0.2497,0.2707,0.2763,0.353603,0.438949,0.246696,0.239423,2023,3,0.09621633
0.11475,0.17225,0.2948,0.3258,0.31385,0.148618,0.339344,0.32305,0.223266,2021,9,0.14994742
0.0745,0.1115,0.20105,0.23805,0.25545,0.078795,0.232273,0.143998,0.088214,2021,11,0.09871062
0.262,0.2989,0.3386,0.3594,0.3513,0.283808,0.347319,0.3885,0.342121,2021,8,0.12207333
0.162,0.1801,0.1839,0.2018,0.1989,0.15376,0.224875,0.275888,0.226333,2023,6,0.12696292
0.1395,0.1689,0.2096,0.2245,0.23835,0.206711,0.271721,0.299991,0.289129,2019,12,0.120491564
0.1944,0.25375,0.357,0.4024,0.39705,0.122575,0.36507,0.216433,0.130633,2023,8,0.13115826
0.0498,0.0989,0.2693,0.3191,0.3284,0.03804,0.335329,0.113211,0.056053,2022,3,0.07360858
0.1116,0.1296,0.1579,0.1692,0.1793,0.088283,0.28917,0.216295,0.148659,2022,11,0.10284903
0.2127,0.2442,0.2845,0.30285,0.32415,0.25342,0.324205,0.375823,0.33317,2021,1,0.10173892
0.1966,0.2244,0.2481,0.2626,0.2758,0.133176,0.231338,0.218041,0.159315,2023,11,0.10295647
0.2126,0.2666,0.3565,0.3922,0.3803,0.188493,0.38773,0.34615,0.250423,2022,8,0.20063989
0.2003,0.2335,0.2728,0.2924,0.306,0.202916,0.31678,0.389504,0.336319,2023,4,0.076744415
0.0509,0.0964,0.2206,0.2689,0.2802,0.0618,0.267528,0.15409,0.089575,2022,10,0.12022623
0.2746,0.3077,0.316,0.334,0.3346,0.248044,0.323284,0.405096,0.37882,2020,5,0.07526184
0.1529,0.1938,0.2618,0.2926,0.2978,0.134276,0.30842,0.289871,0.212046,2020,4,0.084192276
0.2121,0.2416,0.2654,0.27795,0.2843,0.198076,0.27553,0.336828,0.298465,2023,11,0.10178728
0.1828,0.215,0.2554,0.2719,0.2636,0.262688,0.307375,0.383715,0.343029,2020,6,0.10474888
0.0287,0.0284,0.0252,0.0249,0.0238,0.014899,0.012053,0.009234,0.007309,2022,10,0.1401059
0.2629,0.2937,0.307,0.3202,0.3324,0.250423,0.328963,0.378449,0.334559,2023,4,0.07942564
0.27,0.30245,0.31525,0.3326,0.3457,0.225948,0.315061,0.39147,0.349643,2019,4,0.073263966
0.14185,0.1665,0.19755,0.20935,0.222,0.243245,0.30336,0.360395,0.328481,2021,12,0.10394471
0.0434,0.0898,0.29205,0.3799,0.38655,0.143846,0.454294,0.234046,0.161735,2020,2,0.09031471
0.1303,0.159,0.2016,0.2129,0.2008,0.246009,0.364905,0.377555,0.300665,2019,7,0.11604499
0.169,0.21,0.2936,0.3221,0.3077,0.13198,0.395788,0.278473,0.183955,2020,8,0.155853
0.18,0.2301,0.3373,0.3757,0.3621,0.247686,0.327533,0.351829,0.307238,2021,8,0.12117619
0.28095,0.30835,0.313,0.32485,0.33225,0.263898,0.324576,0.395045,0.368934,2019,4,0.07259603
0.1054,0.1437,0.2229,0.2513,0.2664,0.113335,0.234321,0.263265,0.191875,2021,2,0.08645736
0.1113,0.1748,0.2964,0.3292,0.3238,0.226621,0.383756,0.382189,0.311253,2021,8,0.12467867
0.0477,0.1046,0.26745,0.3719,0.3641,0.372935,0.544164,0.21327,0.177685,2022,9,0.15342678
0.18895,0.21455,0.23415,0.24795,0.2661,0.168033,0.251041,0.336649,0.281443,2023,12,0.10469571
0.1738,0.2048,0.2469,0.265,0.2804,0.214838,0.296073,0.310785,0.255001,2023,12,0.105635226
0.1687,0.2005,0.2433,0.2625,0.2792,0.169848,0.275351,0.302645,0.25452,2023,12,0.106392
0.1975,0.22935,0.2585,0.2794,0.29725,0.21767,0.335178,0.35198,0.282171,2020,10,0.108223066
0.2664,0.2958,0.30275,0.3154,0.32045,0.247013,0.310098,0.378105,0.34978,2022,3,0.08332471
0.1764,0.20985,0.26525,0.2951,0.3009,0.250203,0.295536,0.373361,0.348061,2019,3,0.07840392
0.18345,0.2041,0.2057,0.21875,0.22825,0.171071,0.225631,0.284564,0.248429,2023,12,0.112784065
0.1141,0.14885,0.1922,0.2072,0.2187,0.599508,0.61455,0.501553,0.414323,2019,12,0.11817112
0.08785,0.1349,0.2571,0.2966,0.3096,0.178043,0.259113,0.316835,0.251976,2022,1,0.12558523
0.0871,0.16385,0.2847,0.34485,0.3481,0.080871,0.335824,0.169669,0.09557,2019,10,0.12319279
0.0697,0.1019,0.152,0.165,0.1748,0.229633,0.317096,0.369305,0.34362,2020,1,0.11449174
0.1218,0.1905,0.3121,0.3451,0.3299,0.3093,0.39774,0.431455,0.31205,2022,7,0.20676751
0.1641,0.1938,0.2356,0.2543,0.2563,0.473943,0.512553,0.238845,0.223541,2020,5,0.074850224
0.0712,0.1442,0.27325,0.3161,0.3408,0.083828,0.273069,0.202614,0.123469,2020,10,0.103707366
0.266,0.2954,0.309,0.3248,0.345,0.244854,0.324508,0.40192,0.372866,2022,4,0.058541764
0.2678,0.2989,0.3181,0.3299,0.3418,0.254616,0.332056,0.373623,0.332648,2023,3,0.09597037
0.2588,0.2886,0.30965,0.323,0.33815,0.241334,0.318568,0.369814,0.333005,2023,2,0.094945185
0.13545,0.1847,0.27705,0.30495,0.31745,0.178455,0.29885,0.288579,0.257215,2022,12,0.101717755
0.26605,0.29995,0.31605,0.32825,0.3298,0.174935,0.29236,0.285238,0.242943,2019,3,0.07712861
0.1274,0.1969,0.3063,0.34055,0.33645,0.480199,0.581413,0.357879,0.240151,2022,9,0.15433644
0.30065,0.33715,0.3475,0.3652,0.36195,0.281044,0.357191,0.426024,0.367985,2020,5,0.07940219
0.1193,0.17325,0.28055,0.3179,0.3411,0.411861,0.481794,0.22174,0.196756,2019,3,0.078586444
0.202,0.24905,0.29215,0.31045,0.3058,0.133836,0.364369,0.263568,0.175733,2022,9,0.15238874
0.0636,0.1012,0.1906,0.2261,0.2482,0.173299,0.252691,0.293501,0.266373,2022,1,0.1298242
0.0939,0.14,0.177,0.1969,0.2084,0.087265,0.22768,0.23076,0.17444,2019,10,0.12884064
0.2765,0.2933,0.2956,0.304,0.3203,0.079111,0.353369,0.151794,0.097303,2019,1,0.0910415
0.2201,0.25625,0.28305,0.30535,0.3196,0.179679,0.290023,0.37508,0.302301,2022,4,0.05805675
0.16135,0.1936,0.23245,0.2537,0.24,0.352173,0.5029,0.412783,0.335343,2020,8,0.14811261
0.1515,0.17095,0.18575,0.1979,0.2084,0.140161,0.220956,0.259635,0.192095,2021,3,0.08699861
0.1041,0.1379,0.1911,0.2126,0.2235,0.229371,0.349148,0.202531,0.171979,2019,11,0.13753483
0.0585,0.1022,0.2912,0.3798,0.3955,0.064385,0.363159,0.152688,0.092394,2021,2,0.08511535
0.3166,0.3545,0.3653,0.3775,0.3758,0.313769,0.394536,0.45164,0.388748,2023,10,0.116068155
0.2417,0.2675,0.2769,0.28985,0.3026,0.210383,0.27377,0.334944,0.289899,2023,2,0.08811761
0.295,0.3276,0.3416,0.3548,0.3457,0.14562,0.302123,0.216515,0.145483,2023,7,0.16163002
0.17515,0.2018,0.22885,0.24885,0.2398,0.29115,0.395595,0.460523,0.388225,2019,7,0.12128627
0.2491,0.2734,0.2735,0.288,0.2838,0.251701,0.307691,0.34087,0.270924,2019,6,0.08413658
0.0773,0.12105,0.1975,0.22165,0.21685,0.08501,0.280233,0.196,0.13154,2023,9,0.14111415
0.0879,0.1299,0.2221,0.25,0.2637,0.086303,0.244235,0.218069,0.152605,2021,11,0.102459975
0.0749,0.1119,0.212,0.2347,0.2377,0.059243,0.232341,0.14144,0.090593,2023,11,0.1222357
0.1912,0.2279,0.2649,0.2848,0.28315,0.160773,0.273316,0.291343,0.246449,2020,4,0.077891774
0.2041,0.2245,0.2308,0.243,0.2581,0.177864,0.281305,0.343799,0.266153,2022,11,0.097340815
0.2574,0.2818,0.27965,0.29715,0.27625,0.244359,0.291508,0.326378,0.269054,2020,7,0.11856444
0.1507,0.1898,0.2637,0.2906,0.3027,0.257298,0.303195,0.378449,0.361866,2019,3,0.080599174
0.2936,0.3207,0.3227,0.3311,0.3305,0.483403,0.668601,0.338285,0.264544,2019,2,0.08761042
0.1664,0.1956,0.2307,0.2485,0.2498,0.418324,0.465431,0.403488,0.299194,2023,6,0.13255009
0.2569,0.29165,0.31165,0.329,0.3454,0.135033,0.254919,0.301476,0.23263,2023,1,0.094450474
0.1306,0.17615,0.25335,0.2837,0.29555,0.138236,0.283849,0.281443,0.223665,2023,3,0.09500473
0.27435,0.29685,0.2984,0.3049,0.3095,0.261285,0.298094,0.364699,0.350729,2022,1,0.12395354
0.2763,0.3073,0.31325,0.32475,0.3076,0.221094,0.365469,0.283794,0.198338,2019,7,0.116154954
0.2299,0.2527,0.2602,0.2706,0.2808,0.203233,0.255208,0.332565,0.30468,2020,2,0.09797786
0.2907,0.31805,0.3216,0.3338,0.31745,0.500535,0.541813,0.402993,0.300651,2021,7,0.13528381
0.0759,0.1202,0.2375,0.2664,0.2754,0.389421,0.41754,0.42315,0.374448,2019,1,0.095009476
0.162,0.19455,0.2264,0.2437,0.2391,0.312078,0.388775,0.394179,0.34692,2023,6,0.13150918
0.08715,0.12795,0.22805,0.25345,0.26445,0.47925,0.543985,0.289404,0.245885,2023,12,0.09845937
0.19165,0.21805,0.2361,0.24985,0.2624,0.262536,0.314223,0.380264,0.359213,2020,12,0.09894199
0.2299,0.2553,0.2593,0.2727,0.2678,0.204566,0.24671,0.322266,0.274815,2023,10,0.11231791
0.1204,0.1432,0.1675,0.1823,0.1929,0.127223,0.226869,0.298946,0.234115,2022,3,0.083678335
0.20145,0.23145,0.25665,0.26865,0.2734,0.469721,0.493316,0.253186,0.248525,2020,5,0.076145515
0.14075,0.16975,0.20445,0.2222,0.2377,0.140986,0.267129,0.315226,0.246119,2021,2,0.08891305
0.355,0.3891,0.3866,0.40525,0.3818,0.1894,0.303443,0.284605,0.22647,2020,7,0.1200916
0.0955,0.137,0.2097,0.2396,0.2522,0.077406,0.241581,0.211359,0.142829,2022,10,0.11630652
0.28085,0.3068,0.30315,0.3208,0.30555,0.17103,0.310221,0.351526,0.262963,2020,6,0.10101622
0.09485,0.15925,0.31645,0.3699,0.3668,0.164774,0.344308,0.302824,0.238006,2020,9,0.14418706
0.0672,0.1231,0.3058,0.3939,0.3889,0.067053,0.386135,0.18225,0.095556,2023,9,0.13407405
0.17235,0.20215,0.22295,0.24985,0.25105,0.257628,0.324054,0.380168,0.323889,2020,6,0.10254627
0.09565,0.1455,0.2671,0.3323,0.32535,0.10228,0.403694,0.178111,0.113431,2023,8,0.13615675
0.0756,0.1384,0.3086,0.3634,0.3718,0.07632,0.336663,0.160223,0.105993,2023,2,0.08764087
0.0603,0.1108,0.2555,0.3338,0.3254,0.181508,0.325456,0.310909,0.256088,2020,9,0.14009061
0.26255,0.29705,0.32125,0.33525,0.3262,0.178304,0.290146,0.2554,0.168583,2020,9,0.1517262
0.124,0.1782,0.3281,0.3745,0.3621,0.055228,0.37332,0.21987,0.106048,2019,9,0.118196994
0.0767,0.1213,0.2136,0.2429,0.2555,0.066296,0.267569,0.197045,0.113459,2022,10,0.11908899
0.12165,0.15705,0.21755,0.24255,0.26595,0.180793,0.244854,0.309726,0.272519,2021,1,0.1080694
0.0785,0.1175,0.1984,0.22485,0.2366,0.232053,0.28488,0.344885,0.315089,2022,11,0.10576359
0.1966,0.2445,0.2992,0.327,0.3294,0.209984,0.316863,0.337996,0.29533,2021,3,0.081948854
0.2953,0.32085,0.32055,0.33255,0.33465,0.26629,0.312256,0.392103,0.368508,2022,4,0.056554813
0.14485,0.1861,0.24655,0.2751,0.29185,0.114435,0.284619,0.254603,0.177919,2022,12,0.09922917
0.2142,0.2597,0.3212,0.3506,0.3438,0.282653,0.428265,0.363695,0.307128,2019,9,0.12818062
0.23975,0.27885,0.30155,0.3275,0.32055,0.400133,0.437216,0.456205,0.394303,2021,7,0.14047998
0.16985,0.20045,0.2464,0.2682,0.2717,0.371216,0.473448,0.429324,0.343249,2019,11,0.12661618
0.11855,0.17585,0.287,0.3215,0.3111,0.233799,0.391333,0.370735,0.282749,2019,7,0.117977306
0.07305,0.1119,0.2253,0.2584,0.2551,0.277483,0.326433,0.392158,0.376538,2019,12,0.117458776
0.3303,0.3604,0.36425,0.37515,0.36185,0.294478,0.330613,0.320245,0.24913,2019,7,0.10625722
0.2207,0.2536,0.288,0.29785,0.3045,0.175416,0.286448,0.325209,0.264228,2019,12,0.12558767
0.0664,0.1196,0.3024,0.3812,0.399,0.064454,0.36034,0.156881,0.094525,2022,2,0.08516913
0.11425,0.1417,0.1971,0.21605,0.22815,0.20425,0.30072,0.369951,0.312229,2020,12,0.10277406
0.1756,0.21605,0.2521,0.27415,0.281,0.167716,0.265603,0.263485,0.224091,2023,3,0.09483831
0.2614,0.2939,0.30895,0.3215,0.32435,0.222579,0.293625,0.347223,0.307279,2023,5,0.08249959
0.229,0.2632,0.28425,0.30885,0.31075,0.20095,0.291934,0.368631,0.307774,2019,6,0.085266374
0.1024,0.15,0.2092,0.2389,0.2319,0.246105,0.301545,0.394605,0.323848,2023,7,0.1764728
0.13905,0.17075,0.2242,0.24395,0.2459,0.154915,0.268353,0.320905,0.238213,2019,3,0.07753884
0.1597,0.2021,0.2483,0.2685,0.26,0.241265,0.331809,0.365304,0.302178,2023,7,0.16800733
0.2022,0.2292,0.24865,0.26485,0.28065,0.202243,0.288758,0.37805,0.328303,2021,4,0.06568696
0.2386,0.2764,0.3108,0.3266,0.3227,0.413993,0.519785,0.439073,0.321125,2022,7,0.20124629
0.20015,0.2343,0.283,0.30605,0.32045,0.181453,0.303773,0.327725,0.28444,2021,11,0.100485526
0.2174,0.235,0.2414,0.2503,0.2634,0.174591,0.212789,0.262468,0.233359,2020,1,0.12002306
0.12545,0.155,0.2117,0.2376,0.2433,0.125779,0.262124,0.268325,0.19732,2020,10,0.10920297
0.20635,0.2545,0.3227,0.3495,0.35615,0.295963,0.43283,0.417678,0.336291,2022,10,0.11550359
0.3197,0.3476,0.3538,0.3641,0.3775,0.275255,0.331561,0.41028,0.391058,2022,4,0.092629366
0.1675,0.1915,0.2006,0.2132,0.2258,0.116979,0.188836,0.18247,0.134579,2020,10,0.12305659
0.2037,0.2294,0.24915,0.26475,0.2789,0.177905,0.267308,0.330888,0.289679,2020,11,0.09858246
0.1735,0.21195,0.26615,0.29075,0.29865,0.158669,0.29456,0.291796,0.224573,2020,10,0.11125575
0.2766,0.3164,0.3428,0.3583,0.3589,0.230059,0.340719,0.375451,0.303058,2019,6,0.0879646
0.20925,0.24195,0.26805,0.28525,0.2854,0.187778,0.273811,0.265053,0.215731,2023,5,0.08259395
0.2497,0.287,0.3037,0.3147,0.2954,0.227611,0.28488,0.348061,0.288785,2021,9,0.14850657
0.20545,0.2493,0.3143,0.34465,0.34785,0.276231,0.333473,0.401219,0.373994,2019,5,0.081937045
0.20165,0.2305,0.2464,0.2669,0.2764,0.183323,0.280645,0.370969,0.31832,2019,4,0.07337477
0.13785,0.18465,0.24435,0.27175,0.2729,0.068868,0.379398,0.237498,0.128735,2020,9,0.14312778
0.1835,0.2309,0.3319,0.3677,0.3526,0.304845,0.377816,0.391773,0.330613,2021,7,0.118988246
0.1466,0.2129,0.3341,0.36005,0.35245,0.145991,0.285568,0.256583,0.181961,2023,7,0.16095626
0.2375,0.2814,0.3273,0.3509,0.3351,0.219306,0.348598,0.375534,0.316368,2021,8,0.123696335
0.226,0.253,0.2712,0.2806,0.2964,0.727809,0.71894,0.376084,0.318788,2019,12,0.1209882
0.2405,0.2707,0.2826,0.2947,0.2817,1.13463,1.070473,0.169518,0.203893,2019,7,0.09332243
0.1784,0.20895,0.2295,0.24405,0.2586,0.167964,0.25848,0.292498,0.239134,2023,4,0.077505365
0.25035,0.2785,0.29045,0.3117,0.29945,0.132379,0.330131,0.246421,0.16322,2020,7,0.12103437
0.1677,0.2007,0.2241,0.2454,0.2647,0.537193,0.565559,0.257848,0.21591,2023,4,0.08171875
0.24605,0.27925,0.29445,0.3146,0.31795,0.239835,0.321221,0.38861,0.352241,2022,5,0.05825118
0.1237,0.17165,0.2768,0.3206,0.3084,0.268738,0.553665,0.413773,0.289363,2021,8,0.124487124
0.2057,0.2366,0.267,0.293,0.2831,0.180696,0.277579,0.34703,0.29951,2020,6,0.10101309
0.1903,0.2204,0.2442,0.2629,0.2665,0.144658,0.258233,0.276575,0.228863,2019,4,0.07132434
0.107,0.1685,0.2909,0.3268,0.3069,0.245789,0.300706,0.357714,0.300005,2021,9,0.1533901
0.0949,0.1341,0.2128,0.2328,0.2369,0.105594,0.222716,0.162409,0.111905,2022,12,0.107295044
0.1481,0.1867,0.2356,0.259,0.2815,0.21437,0.311321,0.332785,0.277579,2022,11,0.10736602
0.1298,0.1721,0.2549,0.2757,0.2826,0.205653,0.288373,0.326749,0.285334,2022,11,0.0997778
0.0783,0.16,0.2731,0.3277,0.3425,0.093315,0.34175,0.196921,0.118203,2019,10,0.12519442
0.168,0.2012,0.23425,0.24775,0.2484,0.146019,0.247535,0.251619,0.20447,2019,10,0.13463342
0.1695,0.2079,0.25335,0.28285,0.27995,0.37717,0.446608,0.425103,0.33889,2021,7,0.12651236
0.2596,0.2855,0.2985,0.3101,0.3215,0.189538,0.273578,0.29379,0.25419,2019,2,0.08458844
0.1532,0.17495,0.18525,0.2012,0.20005,0.292951,0.352544,0.428444,0.387111,2021,6,0.110492274
0.3189,0.35045,0.3573,0.37225,0.3711,0.279573,0.339248,0.394371,0.36056,2022,5,0.057738777
0.2145,0.2531,0.30415,0.32255,0.319,0.393725,0.470973,0.412191,0.348103,2019,10,0.12225121
0.14195,0.18415,0.2541,0.281,0.29605,0.127415,0.293749,0.285884,0.213958,2020,4,0.07664316
0.23915,0.28745,0.32885,0.34975,0.37185,0.226498,0.365043,0.350495,0.266703,2020,11,0.09491672
0.27035,0.31175,0.3474,0.3662,0.35945,0.252733,0.33482,0.389023,0.338753,2023,6,0.13017298
0.22355,0.2623,0.29695,0.3145,0.3213,0.203521,0.317646,0.34109,0.285018,2023,4,0.07911939
0.1119,0.1638,0.28,0.3099,0.3318,0.085505,0.312504,0.178208,0.127993,2020,2,0.09459578
0.2858,0.3005,0.302,0.3079,0.319,0.164705,0.224243,0.313453,0.298465,2020,1,0.118378654
0.2244,0.2707,0.3285,0.34765,0.33995,0.23296,0.36133,0.211675,0.17554,2023,7,0.17384575
0.2856,0.30955,0.31665,0.32725,0.341,0.16707,0.31722,0.297929,0.236989,2019,1,0.08429272
0.2868,0.3167,0.3244,0.3356,0.3364,0.369676,0.384128,0.244936,0.241513,2023,4,0.09076923
0.2232,0.24505,0.25865,0.27155,0.27545,0.356944,0.406306,0.361481,0.308833,2020,5,0.07753235
0.21845,0.25625,0.2958,0.31525,0.3067,0.212211,0.336058,0.375053,0.311596,2023,6,0.12371826
0.17635,0.2116,0.24885,0.26785,0.271,0.249446,0.360423,0.33284,0.285334,2020,4,0.07669121
0.1898,0.2478,0.3631,0.4071,0.388,0.505966,0.657739,0.358305,0.218743,2021,9,0.15476482
0.295,0.32435,0.32925,0.3441,0.3452,0.266139,0.329128,0.38113,0.344775,2022,5,0.056851428
0.1955,0.22705,0.25285,0.27185,0.26555,0.17719,0.243355,0.232465,0.192233,2021,5,0.085854106
0.1108,0.1711,0.3445,0.4147,0.3911,0.511563,0.653724,0.378009,0.252128,2020,8,0.17218709
0.1642,0.2039,0.2849,0.3247,0.3119,0.13286,0.301298,0.22394,0.156868,2020,6,0.10258307
0.203,0.2452,0.275,0.2957,0.29355,0.18764,0.304488,0.29951,0.232933,2023,9,0.13737361
0.2098,0.2375,0.2598,0.2762,0.2895,0.187778,0.268655,0.312573,0.28334,2020,11,0.09701181
0.1473,0.18745,0.2364,0.26075,0.26895,0.157129,0.24374,0.25628,0.20326,2020,4,0.07903022
0.14115,0.1824,0.24465,0.26875,0.28125,0.202655,0.358773,0.309355,0.225109,2021,10,0.123718895
0.1835,0.21415,0.2573,0.2745,0.2918,0.133053,0.267596,0.25727,0.202793,2019,12,0.12081913
0.1051,0.1581,0.3173,0.3931,0.3797,0.078245,0.390329,0.226223,0.12714,2021,8,0.11789815
0.1573,0.217,0.3303,0.3652,0.3592,0.452891,0.494279,0.252155,0.191765,2023,7,0.17354912
0.1225,0.14,0.15685,0.16735,0.1654,0.087801,0.191971,0.229866,0.180545,2019,11,0.12500997
0.2883,0.3156,0.3207,0.3316,0.3293,0.120939,0.305216,0.20194,0.149608,2019,3,0.07815112
0.13945,0.18755,0.2621,0.2924,0.304,0.12384,0.294216,0.267803,0.213243,2022,3,0.08259909
0.18205,0.21935,0.2784,0.30295,0.3077,0.167263,0.299221,0.261491,0.21481,2023,5,0.08327819
0.20485,0.2351,0.2587,0.2744,0.27075,0.154393,0.25144,0.245555,0.195629,2019,6,0.09122332
0.0779,0.165,0.2721,0.3189,0.3392,0.082618,0.350578,0.18434,0.106391,2022,10,0.10774526
0.2866,0.3093,0.3097,0.3134,0.3152,0.224353,0.292965,0.345298,0.316258,2020,3,0.10420077
