S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.252,0.2705,0.2757,0.2855,0.2907,0.066709,0.313989,0.156744,0.091885,2019,1,0.126552
0.0775,0.1146,0.2068,0.2489,0.2646,0.05509,0.338134,0.126205,0.083388,2019,1,0.086981
0.2516,0.2746,0.28265,0.29345,0.30345,0.311143,0.393381,0.272588,0.244496,2019,1,0.191214
0.10865,0.14365,0.2162,0.24565,0.26045,0.142719,0.374709,0.189565,0.141385,2019,1,0.083132
0.1975,0.2281,0.2537,0.2733,0.294,0.228863,0.35594,0.352915,0.298259,2019,1,0.207129
0.2365,0.2614,0.278,0.2898,0.2996,0.170796,0.270154,0.276025,0.241375,2019,1,0.049938
0.1045,0.1432,0.2149,0.2491,0.2693,0.08754,0.300899,0.221919,0.149855,2019,1,0.019859
0.1761,0.2102,0.2791,0.2932,0.2987,0.223514,0.270058,0.36584,0.323916,2019,1,0.083429
0.1108,0.1559,0.2814,0.3108,0.3146,0.20788,0.259841,0.302796,0.27399,2019,1,0.122071
0.0759,0.1202,0.2375,0.2664,0.2754,0.389421,0.41754,0.42315,0.374448,2019,1,0.074084
0.0674,0.1274,0.2923,0.3328,0.3479,0.090125,0.328976,0.204704,0.135885,2019,1,0.102659
0.1987,0.2275,0.2563,0.2716,0.288,0.225109,0.291508,0.33691,0.312958,2019,1,0.0843
0.0484,0.0969,0.2902,0.3602,0.3736,0.099324,0.254204,0.16399,0.114009,2019,1,0.098939
0.24415,0.27385,0.293,0.30495,0.31655,0.12351,0.26233,0.22339,0.162601,2019,1,0.082276
0.0477,0.0961,0.2859,0.3532,0.3657,0.048903,0.317371,0.138718,0.07786,2019,1,0.104234
0.29625,0.3136,0.3144,0.3231,0.3381,0.227831,0.29126,0.337075,0.311734,2019,1,0.022306
0.2927,0.3117,0.3114,0.317,0.3269,0.203508,0.25463,0.293556,0.260075,2019,1,0.20184
0.2301,0.2562,0.271,0.2846,0.2962,0.185193,0.2873,0.351623,0.267885,2019,1,0.106993
0.21235,0.2371,0.2511,0.26695,0.2788,0.072126,0.223459,0.148164,0.102638,2019,1,0.09592
0.2592,0.2793,0.2848,0.2928,0.3063,0.13704,0.259003,0.266043,0.201775,2019,1,0.063381
0.0689,0.1239,0.3055,0.3542,0.3735,0.093356,0.301394,0.231516,0.169545,2019,1,0.023554
0.2281,0.247,0.2514,0.2578,0.2694,0.248786,0.330076,0.322638,0.293529,2019,1,0.203575
0.06945,0.12615,0.28085,0.3274,0.3436,0.192398,0.338973,0.264599,0.223156,2019,1,0.089748
0.186,0.20805,0.2173,0.23165,0.24695,0.096986,0.192769,0.224256,0.154613,2019,1,0.081023
0.16025,0.1821,0.21585,0.2306,0.2364,0.24352,0.408974,0.296375,0.233139,2019,1,0.0616
0.0857,0.1343,0.2836,0.3236,0.3293,0.175031,0.300803,0.30666,0.27047,2019,1,0.065217
0.1023,0.14725,0.25695,0.2947,0.31825,0.0959,0.37365,0.199534,0.141124,2019,1,0.092317
0.1996,0.2229,0.2388,0.2524,0.27115,0.221575,0.276066,0.340334,0.311431,2019,1,0.118905
0.1185,0.1599,0.259,0.2863,0.2939,0.247453,0.309988,0.357906,0.32349,2019,1,0.088834
