S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.1022,0.1267,0.1648,0.1805,0.1859,0.101208,0.2037,0.165118,0.11812,2019,1,0.149702
0.0991,0.1326,0.1696,0.1849,0.1925,0.134084,0.244441,0.27575,0.203686,2019,1,0.203409
0.1617,0.1879,0.20505,0.21835,0.2282,0.148728,0.231874,0.250148,0.183185,2019,1,0.098195
0.1041,0.1302,0.1565,0.1679,0.1747,0.088832,0.175086,0.236837,0.175045,2019,1,0.198983
0.1881,0.2203,0.2424,0.2604,0.2784,1.80E-01,0.304006,0.376909,0.286159,2019,1,0.15996
0.1241,0.148,0.16285,0.17455,0.18285,0.191091,0.275351,0.322583,0.257848,2019,1,0.093244
0.08315,0.11925,0.1623,0.18175,0.1882,0.106281,0.20535,0.181961,0.127264,2019,1,0.154535
0.11685,0.1441,0.18365,0.20235,0.21825,0.089905,0.223803,0.247439,0.168665,2019,1,0.172334
0.0582,0.0967,0.1602,0.1827,0.2,0.056933,0.214301,0.163069,0.094525,2019,1,0.170227
0.1142,0.13595,0.1539,0.16795,0.17895,0.105553,0.187461,0.196426,0.145304,2019,1,0.190294
0.079,0.10745,0.17405,0.1961,0.20245,0.070848,0.218083,0.160841,0.105566,2019,1,0.166242
0.1098,0.13705,0.17115,0.18935,0.2066,0.1036,0.221025,0.223858,0.149154,2019,1,0.194
0.0414,0.0797,0.16815,0.19435,0.2076,0.034933,0.224779,0.154076,0.076018,2019,1,0.122786
0.12295,0.15345,0.18275,0.1999,0.2088,0.100328,0.192961,0.214356,0.156153,2019,1,0.178536
0.029,0.0229,0.0203,0.0208,0.01935,0.005411,-0.00271,0.008175,0.008368,2019,1,0.093182
0.0909,0.1225,0.1852,0.2117,0.2218,0.101812,0.251303,0.215608,0.140945,2019,1,0.183263
0.07475,0.1116,0.1811,0.21075,0.22545,0.102665,0.19556,0.288263,0.203315,2019,1,0.110852
0.1019,0.1294,0.16705,0.1845,0.19715,0.087018,0.204828,0.205941,0.1399,2019,1,0.207931
